,ts_code,business_scope
2149,002853.SZ,设计、生产、加工、销售：家居用品、木制家具、厨房电器设备、五金配件、五金制品、有机工艺品、塑胶制品、玻璃制品；销售：日用杂品、日用百货、纸制品；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动).
2150,300821.SZ,生产销售甲基二氯硅烷（ MeH）、三甲基氯硅烷（ Me3）、甲基三氯硅烷（ Mel）、硫酸、 盐酸、 二甲基二氯硅烷（ Me2）、硅粉 [非晶形的]（中间产品）、甲基氯硅烷混合单体（二甲基二氯硅烷≥82%，甲基三氯硅烷≥7%，三甲基氯硅烷≥5%， 甲基二氯硅烷≥3%）（中间产品）（ 以上有效期以许可证为准）；批发销售甲醇（不带有储存设施的经营， 有效期以许可证为准）。生产销售有机硅单体、 有机硅中间体、 二氧化硅及硅油类、硅橡胶类、硅树脂类、硅烷类系列等深加工产品及其他自产副产品（不含危险化学品）。货物进出口。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）
2151,002682.SZ,县内班车客运、县际班车客运、市际班车客运、省际班车客运、省际(旅游)包车客运、客运站经营；出租汽车客运；普通货运；一类汽车维修(仅限分支机构经营)；保险兼业代理：车险、货运险、意外险；房屋租赁；汽车租赁；对旅游、广告、城乡公交、机动车性能检测、交通职业技术培训、住宿、餐饮行业的投资；汽车(不含九座以下乘用车)、汽车配件、润滑油、日用百货、石制品、矿产品(除煤炭)、工艺品、服装、五金、化工产品(不含危险品及易制毒化学品)、建筑材料的销售；设计、制作、代理、发布国内各类广告。(以上经营范围涉及许可经营项目的，应在取得有关部门的许可后方可经营)。
2152,002537.SZ,计算机数据服务及数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外)计算机及电子信息终端设备的软、硬件开发、设计、制作、销售；移动网络增值电信服务；接受金融机构委托从事金融信息技术外包、金融业务流程外包、金融知识流程外包；新能源汽车、专用汽车整车及车架、配件的制造与销售；钢板的剪切、冲压加工，汽车总成及零部件的加工与制造，家电零部件的加工与制造，模具的开发与生产，电机、电机元件及电机零部件的开发与生产；货物及技术进出口。(以上范围需经许可经营的，须凭许可证经营)
2153,300600.SZ,船用/陆用电气、电源及电器元件制造、加工；各种非标电器、设备及特种电器设计、制造；电气、自动化技术开发、转让及服务；计算机领域内的软硬件开发、销售及服务；计算机及外围设备组装；各类特种材料的生产与销售；从事货物及技术的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2154,300252.SZ,通讯线缆及接插件、高频连接器及组件、低频连接器及组件、高速连接器及组件、光纤光缆及光纤组件、光电连接器及传输器件、光电元器件及组件、电源线及组件、综合网络线束产品、印制线路板、汽车线束及组件、室内分布系统、工业连接器及组件、流体连接器、无源器件、通信器材及相关产品的技术开发、生产(生产场地另办执照)、销售(以上不含专营、专控、专卖及限制项目)；电子产品与测试设备的研发、生产、销售(不含专营、专控、专卖及限制项目)、技术服务及技术咨询；经营进出口业务；普通货运(《道路运输经营许可证》有效期至2019年05月28日)；增材制造设备、耗材、零件、软件的技术研发、生产及销售；海洋工程专用设备、导航、气象及海洋专用仪器的制造及销售。
2155,002752.SZ,生产易拉罐、马口铁空罐、易拉盖及其他金属制品；包装装潢和其他印刷品印刷；统一协调管理集团内各成员公司的经营活动和代购代销成员公司的原辅材料和产品；酒、饮料及茶叶，保健食品，化妆品及卫生用品，预包装食品（不含冷藏冷冻食品）、散装食品（不含冷藏冷冻食品）的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2156,300512.SZ,食品加工机械、包装机械、化工设备的生产、销售。 自动售货机、智能设备的研发、生产、销售、租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
2157,002522.SZ,包装装潢、其他印刷品印刷(《印刷经营许可证》，有效期至2017年底止)。生产、销售多层共挤热收缩薄膜，塑料制品；多层共挤热收缩薄膜生产线及配套设备的制造与销售；分支机构经营场所设在嘉善县惠民街道柳溪路26号。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动)
2158,300603.SZ,通信工程的设计施工及相关咨询（以资质证书为准）；顶管服务；有线电视工程技术设计安装。金属材料（贵稀金属除外）、 五金交电、百货土产、仪器仪表的销售。计算机软硬件开发销售（电子出版物及音像制品除外）。 医疗设备、医疗用品及器材的销售、医疗软件开发及销售。 房产的信息中介。计算机信息系统集成。物流信息咨询。普通货物运输代理及仓储服务。信息业务（含短信息服务业、互联网信息服务、电话信息服务业务）。通信器材设备、建材、化工产品的销售；塑料制品的生产及销售；增值电信业务；接收传送电视节目；广告信息发布。中国移动中国联通业务代办；计算机设备及配件、自动化办公用品、电子产品、教学仪器、办公家具的销售；计算机信息技术咨询，柜台租赁，电脑租赁；设备维护，电子工程，代办电信业务，电信业务服务，通信设备维修，车辆停放服务；餐饮服务；互联网数据中心技术服务，互联网接入及相关服务，互联网信息服务。经营本企业商品的进出口业务，但国家限制或禁止的产品和技术除外。（依法须经批准的项目，经相关部门准后方可开展经营活动）
2159,002714.SZ,畜禽养殖、购销，粮食购销，良种繁育，饲料加工销售，畜产品加工销售，猪粪处理，经营本企业自产产品及相关技术的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外。
2160,300194.SZ,控股公司服务；项目投资及管理；企业管理咨询服务；生产、销售：无菌原料药、非无菌原料药(以上经营范围按相关许可证核定事项及期限从事经营)。研究、开发精细化工产品、专用化学品(不含危险化学品)；生产、销售：化工产品(不含危险化学品)；技术转让、货物进出口(以上经营范围法律、法规禁止的不得经营，法律、法规规定需审批许可的，未取得审批许可前不得经营)。
2161,002604.SZ,食品、食品添加剂、保健食品的生产与销售；饲料、饲料添加剂的生产与销售；氢气、纤维乙醇、木质素的生产与销售；粮食、玉米芯的收购加工销售；预包装食品批发兼零售；货物及技术进出口业务；乙酸、丙烯的批发(无储存)；技术开发、技术转让、技术咨询、技术服务。(以上范围需前置审批或国家有相关规定的，凭许可证或有关批准文件经营)。
2162,002696.SZ,对农业、渔业、食品加工业、环保业、教育文化产业、医药、医疗器械、医疗服务业的投资；生产销售配合饲料、鱼粉、鱼油（非食用）（以上项目仅限分公司经营）； 鱼粉、鱼油、菜粕等饲料原料的进出口业务； 研究开发生物技术、饲料及饲料添加剂；畜禽养殖与销售（ 具体项目以审批部门批准的为准）；对水产品养殖及加工技术的研究与开发；互联网信息服务（ 具体项目以审批部门批准的为准）；企业策划、咨询服务；资产投资经营管理（除国家专项规定外）；计算机软件开发；场地租赁；普通货运（ 具体项目以审批部门批准的为准）； 货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外） 。 （依法须经批准的项目，经相关部门批准后方可开展经营活动。）
2163,300266.SZ,一般项目：水污染治理；污水处理及其再生利用；水土流失防治服务；水环境污染防治服务；生态恢复及生态保护服务；自然生态系统保护管理；水资源管理；防洪除涝设施管理；大气环境污染防治服务；大气污染治理；土壤环境污染防治服务；土壤污染治理与修复服务；土地整治服务；农业面源和重金属污染防治技术服务；固体废物治理；节能管理服务；园林绿化工程施工；城市公园管理；城市绿化管理；市政设施管理；土石方工程施工；对外承包工程；污泥处理装备制造；环境保护专用设备制造；水资源专用机械制造；专用设备制造（不含许可类专业设备制造）；通用设备制造（不含特种设备制造）；金属结构制造；通用零部件制造；机械零件、零部件加工；产业用纺织制成品制造；工业控制计算机及系统制造；工业自动控制系统装置制造；环境监测专用仪器仪表制造；智能控制系统集成；信息系统集成服务；智能水务系统开发；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；环保咨询服务；水利相关咨询服务；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；企业管理；规划设计管理；工程管理服务；花卉种植；礼品花卉销售；林产品采集；林业产品销售；建筑材料销售；医护人员防护用品批发；医用口罩批发；日用口罩（非医用）销售；卫生用品和一次性使用医疗用品销售；消毒剂销售（不含危险化学品）；机械设备销售；销售代理；国内贸易代理(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：房屋建筑和市政基础设施项目工程总承包；各类工程建设活动；建设工程设计；货物进出口；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
2164,300756.SZ,开发：高科技娱乐产品；开发、制造、安装、改造、维修、销售：游艺机、游乐设施、电子游戏机、模拟机、玻璃钢制品、电子产品；数字动漫制作，动漫及衍生产品设计服务；承接游乐场的规划、设计、安装及管理咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
2165,002582.SZ,食品生产与销售；保健食品研发、生产与销售；农作物种植及销售；农林新技术研究、技术推广及技术咨询服务；食品技术开发、技术转让、技术咨询；企业管理咨询；企业营销策划；从事货物及技术的进出口业务；特色旅游景区管理；教育信息咨询；会务服务；住宿；房屋租赁；机械设备租赁；国际货运代理；仓储服务；道路普通货物运输；装卸搬运；软件开发；信息技术服务；商务信息咨询；非物质文化遗产保护；健身服务。
2166,300815.SZ,楼宇清洁服务；道路清扫保洁；垃圾清运；环保工程；生物柴油加工制造；垃圾分类项目运营管理，垃圾分类技术咨询与开发服务；垃圾中转站的设计和技术开发；垃圾无害化处理技术开发； RDF技术、厌氧生物制沼技术焚烧等环保产业的投资、建设、运营管理；生活垃圾分类及回收、餐厨垃圾回收利用处理及相关环保设备制造、运营管理；物业管理；白蚁防治、灭治；除虫灭鼠及消毒；室内外空气环境治理；绿化养护管理；花卉租售；市政公用工程施工；高空外墙清洗；（车辆、机械设备等）有形资产租赁；货物运输；生活饮用水二次供水设施清洗消毒；水域垃圾清理；冰雪清除、运输服务、冰雪消纳场管理；公厕管理服务；市场管理； 市政设施管理；污水、 污泥处理及其再生利用；医疗废弃物运输、处置；固体废物治理；再生资源回收；大气污染治理；互联网信息服务；停车泊位的建设、经营和管理（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
2167,300374.SZ,技术开发、技术转让、技术咨询(中介除外)、技术服务、技术培训；销售机械设备、模具、活动房屋；回收废旧物品；施工总承包；货物进出口(国营贸易管理货物除外)、代理进出口、技术进出口；安装、销售预制装配式住宅部品、木塑制品；生产预制装配式住宅部品；加工木塑制品；普通货运(道路运输经营许可证有效期至2019年01月13日)。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2168,300849.SZ,塑料包装制品、五金塑料制品、电子电器制造、加工；新材料研发、生产、销售；金属模具制造；铝制品容器生产、销售。进出口贸易业务(法律法规禁止项目除外，限制项目取得许可证方可经营)。
2169,002865.SZ,汽车零部件、模具、五金配件、塑料制品、塑料原材料、化工原料(化学危险品除外)生产、销售、研发和技术服务，进出口贸易。(一般经营项目自主经营，许可经营项目凭相关许可证或批准文件经营)(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
2170,300667.SZ,生产电阻应变仪、振动传感器、温度传感器、压力变送器、压力传感器、数据采集仪；无线传感器网络产品的研发、组装；技术开发、技术推广、技术转让、技术咨询、技术服务、技术培训；计算机系统服务；数据处理；基础软件服务、应用软件服务；销售电子产品、通讯设备、计算机、软件及辅助设备；货物进出口、技术进出口、代理进出口；仪器仪表维修；租赁计算机、通讯设备；项目投资。（ 企业依法自主选择经营项目，开展经营活动； 依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
2171,300529.SZ,"医疗器械、仪器设备及其零配件以及与产品相关的软件产品的研发、制造、销售及技术咨询与服务；药品、特殊医学用途配方食品、特殊膳食食品、保健食品、保健用品、医用包装材料、消毒剂、生物培养基、生物制品、生物试剂、化学试剂(不含危险化学品)、卫生材料及医药用品、生物材料、医用高分子材料、特种复合材料及制品、精细化工材料、洗涤用品、电池、化工产品(不含有毒有害、易燃易爆及危险化学品)及相关产品的研发、制造、销售及技术咨询与服务；医用计算机软件产品的开发、销售及系统管理与维护(法律、法规和国务院决定禁止的不得经营;依法须经批准的项目,经相关部门批准后方可开展经营活动)；医疗科技、信息科技、生物科技领域内的技术开发、技术转让、技术推广服务、技术咨询；兼营医疗服务、自有房屋租赁及销售、机械设备租赁、普通货运；货物及技术的进出口业务(不含国家禁止和限制的货物及技术)。"
2172,300275.SZ,计算机软件开发，计算机网络技术开发，计算机系统服务，计算机硬件、电子电器设备、自动化仪器仪表、通用设备、矿山专用设备、建材(不含危险化学品)的开发、制造、销售、技术咨询及技术服务，通讯设备(不含卫星地面发射和接收设备)的制造、销售及技术服务，安防监控系统的设计、开发、制造、销售、安装、维修、技术咨询及技术服务，环境监测专用仪器仪表的设计、技术开发、制造、销售、安装、维修、技术咨询及技术服务，承接环境治理业务(凭资质证书执业)，社会公共安全设备及器材的研究、技术开发、制造、销售、技术咨询及技术服务，对信息系统、安全仪器仪表装置进行检测，货物进出口、技术进出口，从事建筑相关业务(凭资质证书执业)，销售五金，销售钢材，防爆电气设备的安装、维护、修理业务，机电设备安装工程专业承包(凭资质证书执业)。(以上经营范围法律、法规禁止经营的，不得经营，法律、法规、国务院规定需经审批的，未获审批前，不得经营)。
2173,002701.SZ,互联网信息服务；技术开发、技术服务、技术检测；产品设计；经济贸易咨询；从事节能技术和资源再生技术的开发应用；自动识别和标识系统开发及应用；可视化与货物跟踪系统开发及应用；智能化管理系统开发应用；数据处理(数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外)；电子结算系统开发及应用；生产金属容器、玻璃容器、吹塑容器；销售自产产品(涉及特殊行业项目经政府相关部门批准后方可实施)；体育运动项目经营(高危项目除外)；货物进出口；技术进出口；代理进出口；从事覆膜铁产品的研发及销售；以下项目限分支机构经营：生产覆膜铁产品。(企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2174,300428.SZ,铝基中间合金、铜基中间合金、铁基中间合金、镍基中间合金、锌基中间合金、铅基中间合金及特殊合金材料的制造、销售；金属添加剂、金属溶剂(不含危险品)制造销售；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务；新型金属材料的研究、开发和技术转让。(法律、行政法规或者国务院决定规定须报经审批的项目，未获批准前不准经营)。
2175,002812.SZ,包装装潢及其他印刷品印刷；商品商标印制（含烟草、药品商标），商标设计；包装盒生产、加工、销售；彩色印刷；纸制品（不含造纸）、塑料制品及其他配套产品的生产、加工、销售；生产、加工、销售印刷用原料、辅料；生产、加工、销售塑料薄膜、改性塑料；生产、加工、销售镭射转移纸、金银卡纸、液体包装纸、电化铝、高档包装纸；生产、加工、销售防伪标识、防伪材料；包装机械、包装机械零配件的设计、制造、加工、销售；生产、加工、销售新能源材料以及相应新技术、新产品开发；货物进出口（国家限制和禁止的项目除外）。（以上项目不涉及外商投资准入特别管理措施）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2176,002851.SZ,研究、开发、设计、生产和销售（生产由分支机构经营）电力电子产品、电气产品、机电一体化设备、家用电器及其零部件、 电子烟及周边配件，包括家用电器电源、工业与通信电源、节能灯及高频镇流器、便携式设备电源、医疗设备电源、电机及变频驱动器和可编程逻辑控制器、触摸屏、工业自动化软件、智能型电力电子模块，并为经营上述产品及业务提供必要的工程服务、技术咨询服务、售后维修服务、电池采购并配套销售服务；经营上述各项产品及系统的采购、零售（不设店铺）、批发、进出口。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。
2177,300752.SZ,"发光二极管(LED)、背光源、电子产品的技术开发与销售。货物及技术进出口业务。(以上均不含法律、行政法规、国务院决定规定需前置审批和禁止的项目),普通货运；发光二极管(LED)、背光源、电子产品的生产。"
2178,300791.SZ,健康科技产业投资，药品研究开发，企业管理服务；营养健康及生物技术的研究、转让和技术咨询服务；保健食品销售；食品销售；化妆品生产销售；保健食品生产，食品生产；货物进出口、技术进出口；(另一生产地址：汕头市黄山路珠业南街11号)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2179,003816.SZ,以核能为主的电力生产、热力生产和供应，相关专业技术服务；核废物处置；组织实施核电站工程项目的建设及管理；组织核电站运行、维修及相关业务；组织开发核电站的设计及科研工作；从事相关投资及进出口业务。
2180,002656.SZ,一般经营项目：软件服务；企业管理服务(涉及许可经营项目的除外)；网络技术的研究、开发；软件开发；信息系统集成服务；互联网商品销售(许可审批类商品除外)；互联网商品零售(许可审批类商品除外)；时装设计服务；包装装潢设计服务；饰物装饰设计服务；模型设计服务；美术图案设计服务；家具设计服务；针织或钩针编织物织造；针织或钩针编织品制造；机织服装制造；针织或钩针编织服装制造；服饰制造；皮革服装制造；皮箱、包(袋)制造；皮手套及皮装饰制品制造；其他皮革制品制造；毛皮服装加工；其他毛皮制品加工；羽毛(绒)加工；羽毛(绒)制品加工；纺织面料鞋制造；皮鞋制造；其他制鞋业；珠宝首饰及有关物品制造；化妆品制造；香料、香精制造；纺织品、针织品及原料批发；服装批发；鞋帽批发；化妆品及卫生用品批发；清洁用品批发；日用器皿及日用杂货批发；陶瓷、玻璃器皿批发；钟表批发；眼镜批发；箱、包批发；家具批发；家居饰品批发；文具用品批发；钻石饰品批发；其他文化娱乐用品批发；皮革及皮革制品批发；树脂及树脂制品批发；商品批发贸易(许可审批类商品除外)；包装材料的销售；百货零售(食品零售除外)；日用杂品综合零售；纺织品及针织品零售；服装零售；鞋帽零售；化妆品及卫生用品零售；钟表、眼镜零售；箱、包零售；陶瓷、玻璃器皿零售；清扫、清洗日用品零售；日用灯具零售；木制、塑料、皮革日用品零售；小饰物、小礼品零售；礼品鲜花零售；文具用品零售；体育用品及器材零售；钻石首饰零售；工艺美术品零售；玩具零售；望远镜零售；电子产品零售；灯具零售；家具零售；木质装饰材料零售；陶瓷装饰材料零售；金属装饰材料零售；树脂及树脂制品零售；货物进出口(专营专控商品除外)；技术进出口；物业管理；自有房地产经营活动；房屋租赁；场地租赁(不含仓储)；劳动防护用品批发；劳动防护用品零售；普通劳动防护用品制造；劳动防护用品研究、设计服务；针织品、纺织品、服装的检测。许可经营项目：物联网服务；
2181,300562.SZ,软件开发和销售；研发：医疗器械；第二、三类医疗器械生产企业；研发、生产、销售：电子产品、无线通信器材；相关产品的技术推广和咨询服务；货物和技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2182,300677.SZ,塑胶手套（ PVC和PE等）、橡胶手套(丁腈橡胶和天然橡胶等)、隔离衣、医用隔离面罩及其它一类医疗器械的生产和销售，一次性口罩、洗手液、湿巾的生产和销售， PVC粉、化工产品(不含危险、易制毒化学品)销售;货物进出口；货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
2183,300299.SZ,软件开发；网络技术研发；互联网信息服务；数据处理和存储服务；信息系统集成服务；信息技术咨询服务；计算机、软件及辅助设备的销售；文化艺术活动策划；文化艺术咨询服务；网络（手机）游戏服务；网络（手机）动漫服务；网络（手机）音乐服务；专业化设计服务；设计、制作、代理、发布国内各类广告；通信信息化建设咨询、规划、设计；通信信息化系统集成与网络优化；通信信息化系统运营、维护、管理；通信信息化新技术研究、开发、推广；通信信息化企业管理咨询与人才培训；通信信息化配套工程设计；工程勘察设计；工程测量；工程监理；工程技术咨询；通信设备的设计、销售；工程总承包、通信设备租赁； 劳务派遣。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2184,300654.SZ,教育产品研发、销售；图书、报纸、期刊及电子出版物批发零售，网络发行；房屋租赁；电脑图文设计、制作；书刊项目设计、策划；版面设计；翻译服务；教育咨询服务；著作权代理；文化用品、办公用品的销售；纸制品销售； 图书代包装； 普通货物装卸、仓储服务； 计算机软硬件及外部设备；计算机系统服务；基础软件服务；数据处理的研发、销售；电化教学设备、教学软件、电子产品的销售；教育信息咨询；设备租赁；计算机信息系统集成；第二类增值电信业务中的呼叫中心业务和信息服务业务；互联网信息服务业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2185,300573.SZ,滴眼剂（含激素类）、 眼膏剂、眼用凝胶剂、溶液剂（ 眼用）、吸入制剂、大容量注射剂、塑料瓶、原料药、保健食品、化妆品生产， 药品检验服务，医疗器械生产、销售，场地租赁，设备租赁，自营和代理各类商品和技术的进出口， 但国家限定公司经营或禁止进出口的商品和技术除外。（ 依法须经批准的项目，经相关部门批准后方可开展经营活动）。
2186,002779.SZ,许可经营项目：无；一般经营项目：园林机械、农业机械、便携式发电机的技术研发；园林机械、农业机械、便携式发电机的制造、销售；货物及技术的进出口业务。（经营分支机构地址：浙江省永康市经济开发区名园北大道155号）
2187,300204.SZ,生产片剂、硬胶囊剂、散剂、治疗用生物制品(注射用鼠神经生长因子)、口服溶液剂(药品生产许可证有效期至2020年12月13日)；医药技术开发、生物制品开发。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2188,300579.SZ,电子认证服务。数字证书方面的技术开发、技术服务、技术培训；信息咨询（中介除外）；计算机通信网络安全系统的开发；计算机系统安全集成；销售开发后的产品； 货物进出口、技术进出口；租赁服务。
2189,002870.SZ,"开发、生产、销售、网上销售衡器产品及其组配件，传感器，计量器材，计量器具，仪器仪表，电子测量仪器，计时仪器，钟表，机电设备，自动化装备，智能机械人，通讯器材，控制软件，智能自动化生产系统，智能化数控系统，生产辅助系统，信息技术和网络系统，应用软件及其辅助设备，计算机产品，网络产品，计算机数码产品，家用电器,电子电器产品，塑胶产品，五金制品，日用百货，工艺礼品(不含黄金)，文化体育用品，训练健身器材和第一类医疗器械；第二类、第三类医疗器械经营；医疗器械生产；商务信息咨询；衡器维修；货物及技术进出口。(上述经营范围涉及制造、销售和进口计量器具；依法须经批准的项目，经相关部门批准后方可开展经营活动。)(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
2190,002700.SZ,天然气销售、运输；管道工程专业承包；代收服务费；燃气设备材料销售及天然气业务中介咨询及技术服务。
2191,002864.SZ,一般项目：医学研究和试验发展；卫生用品和一次性使用医疗用品销售；消毒剂销售（不含危险化学品）；中草药收购；第二类医疗器械销售；第一类医疗器械销售；第一类医疗器械生产；化妆品零售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：药品进出口；技术进出口；进出口代理；药品生产；消毒剂生产（不含危险化学品）；卫生用品和一次性使用医疗用品生产；药品委托生产；货物进出口；消毒器械生产；药品零售；道路货物运输（不含危险货物）；第二类医疗器械生产；第三类医疗器械生产；第三类医疗器械经营；化妆品生产；保健用品（非食品）生产；保健用品（非食品）销售；保健食品生产；保健食品销售；食品生产；食品经营（销售预包装食品）；特殊医学用途配方食品生产；特殊医学用途配方食品销售；食品互联网销售（销售预包装食品）；食品互联网销售(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2192,002550.SZ,药品[限片剂、硬胶囊剂、颗粒剂、原料药、冻干粉、冻干粉针剂(含抗肿瘤药)、小容量注射剂(含非最终灭菌、预灌封注射剂)]、诊断检测试剂的生产和销售(涉及前置审批的除外)；农副产品(除专项规定)收购；自有设施租赁；自营和代理各类商品和技术的进出口业务(但国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2193,300347.SZ,服务：医药相关产业产品及健康相关产业产品的技术开发、技术咨询、成果转让，临床试验数据的管理与统计分析，翻译；以承接服务外包方式从事数据处理等信息技术和业务流程外包服务；成年人的非证书劳动职业技能培训，成年人的非文化教育培训；人力资源管理和猎头服务(国家禁止和限制的项目除外，涉及许可证的凭证经营)。前款所指公司经营范围以公司登记机关核准的项目为准。
2194,300576.SZ,一般经营项目：印制线路板专用油墨、光刻材料及其配套化学品的研发，精细化工产品的购销；从事货物及技术进出口业务(以上均不含危险化学品、易制毒化学品、监控化学品及化学试剂，不含法律、行政法规、国务院决定规定需前置审批和禁止的项目)；许可经营项目：普通货运。
2195,300746.SZ,建筑工程设计，室内外装饰工程设计，园林工程设计，建设工程总承包(凭资质证书经营)、技术研究、开发、服务，经济技术咨询，晒图。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2196,300481.SZ,生产、销售氢化酸酐、封装材料、光电材料；新材料技术开发、咨询、交流、转让、推广服务；经营货物与技术进出口业务，国家法律法规规定应经审批方可经营或禁止进出口地货物与技术除外。(法律法规规定应经审批的，未获审批前不得经营)。
2197,300783.SZ,"食品生产;食品经营;日用百货、办公用品、塑料和金属制品、工艺礼品、电子产品、服装鞋帽批发、零售;出版物零售;带有三只松鼠标志的纪念品及工艺品零售;自有品牌、动漫形象产品销售及经营;以承接服务外包方式从事软件开发;仓储服务(不含危险品和违禁品)、场地出租、信息技术服务、废旧物资(除危化品)销售、食用农产品销售(上述经营范围涉及国家限制类、禁止类项目除外,涉及前置许可的项目除外,涉及依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
2198,300749.SZ,研究、开发、生产、加工、销售：家具、厨房设备及厨房用品、防火五金及配件、防火门窗、防火设备、防火机械、晾衣架、智能家居、自动化设备、智能电子设备、家用电器、电器开关、插座、电子、通信与自动控制技术、计算机软件、精密模具、传感器、金属制品、五金制品、装饰材料（含实木地板、复合地板、地垫、墙纸）、饰品、布艺制品、灯饰、电子产品、钢木门窗等金属建筑装饰材料；销售：铝制品及型材；承接室内装修设计、家居安装工程、机械工程设计服务、智能化安装工程服务；数据处理及存储服务、信息系统集成服务、企业营销策划、企业管理咨询、品牌运营管理；货物进出口和技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
2199,300852.SZ,研发、制造、销售：双面、多层、刚挠结合、金属基、高频、HDI、元件嵌入式等电路板；电路板设计；电路板表面元件贴片、封装；自动化产品的研发、生产、销售；新型材料的研发、生产、销售；国内贸易；货物的进出口、技术进出口。
2200,300211.SZ,有线电视网络设备、数字化用户信息网络终端产品、通信设备、智能化监控设备、网络系统集成设备的生产、销售、服务；电子系统工程、通信系统工程、安全技术防范系统工程及消防和建筑智能化系统工程的设计、安装、调试；信息系统设备的设计、销售、服务；电子产品、电子元器件的研发、销售、服务；物联网及应用技术领域的技术开发、技术咨询、技术服务；计算机硬件、软件的研发、技术转让、技术咨询服务；计算机系统集成；货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2201,300298.SZ,生物传感技术及产品、医疗器械、保健产品的研究和开发； 医疗器械、 体外诊断试剂的生产、销售（凭许可证、审批文件经营）； 电子产品、通信系统设备的研发、生产和销售； 自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；健康管理咨询；教育管理；预包装食品、食品、化妆品及卫生用品、护肤品、 卫生消毒用品的销售； 进口食品的零售； 保健品、保健食品的销售； 健康管理；计算机软件销售；软件开发；软件技术转让；软件技术服务；软件服务；软件测试服务； 宠物专用品制造；动物诊疗；动物疾病诊断、诊疗和手术；宠物用品、医疗实验室设备和器具、日用品、检测设备、计量器具的销售。 （ 依法须经批准的项目，经相关部门批准后方可开展经营活动）
2202,300399.SZ,许可经营项目:因特网信息服务业务(除新闻、出版、教育、医疗保健、药品、医疗器械以外的内容);第二类增值电信业务中的信息服务业务(不含互联网信息服务)。一般经营项目:技术开发、咨询、服务、转让;计算机技术培训;销售计算机软件及辅助设备;维修计算机。
2203,300847.SZ,光电材料及关联产品的研发、生产、销售，有机光导鼓、墨粉、鼓粉盒及零部件的研发、生产、销售；复印机、打印机、传真机、多功能一体机及其消耗材料和零部件的研发、生产、销售；精密设备相关业务；技术咨询服务；货物及技术进出口业务(国家限定公司经营和禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务*
